Compiling 1 file (.ex)
Generated main app
50-5=45      c: 0, revs: 0
97-97=0      c: 1043, revs: 1
0-20=80      c: 1044, revs: 0
80-36=44     c: 1044, revs: 0
44-865=79    c: 1044, revs: 9
79+225=4     c: 1053, revs: 3
4-904=0      c: 1056, revs: 10
0+26=26      c: 1066, revs: 0
26-38=88     c: 1066, revs: 1
88+12=0      c: 1067, revs: 1
0+53=53      c: 1068, revs: 0
53-33=20     c: 1068, revs: 0
20+673=93    c: 1068, revs: 6
93+507=0     c: 1074, revs: 6
0-2=98       c: 1080, revs: 0
98+4=2       c: 1080, revs: 1
2+25=27      c: 1081, revs: 0
27-35=92     c: 1081, revs: 1
92+3=95      c: 1082, revs: 0
95-6=89      c: 1082, revs: 0
89+90=79     c: 1082, revs: 1
79-87=92     c: 1083, revs: 1
92+54=46     c: 1084, revs: 1
46-29=17     c: 1085, revs: 0
17-17=0      c: 1085, revs: 1
0+61=61      c: 1086, revs: 0
61-248=13    c: 1086, revs: 2
13-8=5       c: 1088, revs: 0
5+82=87      c: 1088, revs: 0
87+231=18    c: 1088, revs: 3
18+75=93     c: 1091, revs: 0
93+3=96      c: 1091, revs: 0
96+968=64    c: 1091, revs: 10
64-64=0      c: 1101, revs: 1
0-46=54      c: 1102, revs: 0
54+493=47    c: 1102, revs: 5
47-47=0      c: 1107, revs: 1
0+26=26      c: 1108, revs: 0
26-79=47     c: 1108, revs: 1
47-909=38    c: 1109, revs: 9
38-942=96    c: 1118, revs: 10
96-79=17     c: 1128, revs: 0
17+83=0      c: 1128, revs: 1
0-61=39      c: 1129, revs: 0
39+54=93     c: 1129, revs: 0
93-93=0      c: 1129, revs: 1
0+30=30      c: 1130, revs: 0
30+70=0      c: 1130, revs: 1
0+81=81      c: 1131, revs: 0
81+596=77    c: 1131, revs: 6
77+67=44     c: 1137, revs: 1
44-44=0      c: 1138, revs: 1
0-95=5       c: 1139, revs: 0
5-76=29      c: 1139, revs: 1
29-29=0      c: 1140, revs: 1
0-52=48      c: 1141, revs: 0
48-32=16     c: 1141, revs: 0
16-65=51     c: 1141, revs: 1
51-15=36     c: 1142, revs: 0
36-36=0      c: 1142, revs: 1
0+18=18      c: 1143, revs: 0
18+71=89     c: 1143, revs: 0
89-56=33     c: 1143, revs: 0
33+67=0      c: 1143, revs: 1
0-83=17      c: 1144, revs: 0
17+90=7      c: 1144, revs: 1
7-88=19      c: 1145, revs: 1
19+76=95     c: 1146, revs: 0
95-75=20     c: 1146, revs: 0
20+167=87    c: 1146, revs: 1
87+2=89      c: 1147, revs: 0
89-292=97    c: 1147, revs: 3
97+99=96     c: 1150, revs: 1
96-795=1     c: 1151, revs: 7
1+99=0       c: 1158, revs: 1
0+202=2      c: 1159, revs: 2
2+88=90      c: 1161, revs: 0
90+10=0      c: 1161, revs: 1
0-99=1       c: 1162, revs: 0
1-73=28      c: 1162, revs: 1
28+739=67    c: 1163, revs: 7
67-65=2      c: 1170, revs: 0
2-59=43      c: 1170, revs: 1
43+12=55     c: 1171, revs: 0
55-318=37    c: 1171, revs: 3
37+26=63     c: 1174, revs: 0
63-63=0      c: 1174, revs: 1
0+18=18      c: 1175, revs: 0
18+41=59     c: 1175, revs: 0
59+11=70     c: 1175, revs: 0
70-70=0      c: 1175, revs: 1
0+30=30      c: 1176, revs: 0
30-30=0      c: 1176, revs: 1
0+33=33      c: 1177, revs: 0
33-70=63     c: 1177, revs: 1
63-75=88     c: 1178, revs: 1
88-43=45     c: 1179, revs: 0
45-345=0     c: 1179, revs: 4
0+210=10     c: 1183, revs: 2
10+90=0      c: 1185, revs: 1
0-374=26     c: 1186, revs: 3
26-968=58    c: 1189, revs: 10
58+42=0      c: 1199, revs: 1
0+1=1        c: 1200, revs: 0
1+29=30      c: 1200, revs: 0
30+970=0     c: 1200, revs: 10
0+436=36     c: 1210, revs: 4
36-37=99     c: 1214, revs: 1
99-99=0      c: 1215, revs: 1
0-29=71      c: 1216, revs: 0
71-63=8      c: 1216, revs: 0
8-71=37      c: 1216, revs: 1
37+571=8     c: 1217, revs: 6
8+92=0       c: 1223, revs: 1
0+40=40      c: 1224, revs: 0
40-309=31    c: 1224, revs: 3
31+69=0      c: 1227, revs: 1
0+85=85      c: 1228, revs: 0
85+67=52     c: 1228, revs: 1
52-170=82    c: 1229, revs: 2
82+35=17     c: 1231, revs: 1
17+52=69     c: 1232, revs: 0
69-69=0      c: 1232, revs: 1
0-16=84      c: 1233, revs: 0
84-87=97     c: 1233, revs: 1
97+20=17     c: 1234, revs: 1
17-276=41    c: 1235, revs: 3
41+89=30     c: 1238, revs: 1
30-104=26    c: 1239, revs: 1
26+4=30      c: 1240, revs: 0
30+70=0      c: 1240, revs: 1
0+49=49      c: 1241, revs: 0
49+949=98    c: 1241, revs: 9
98+2=0       c: 1250, revs: 1
0-861=39     c: 1251, revs: 8
39-39=0      c: 1259, revs: 1
0+67=67      c: 1260, revs: 0
67-503=64    c: 1260, revs: 5
64-564=0     c: 1265, revs: 6
0-712=88     c: 1271, revs: 7
88-61=27     c: 1278, revs: 0
27-84=43     c: 1278, revs: 1
43-543=0     c: 1279, revs: 6
0+80=80      c: 1285, revs: 0
80-80=0      c: 1285, revs: 1
0-25=75      c: 1286, revs: 0
75-75=0      c: 1286, revs: 1
0-269=31     c: 1287, revs: 2
31-207=24    c: 1289, revs: 2
24-78=46     c: 1291, revs: 1
46-55=91     c: 1292, revs: 1
91+358=49    c: 1293, revs: 4
49+70=19     c: 1297, revs: 1
19-34=85     c: 1298, revs: 1
85-85=0      c: 1299, revs: 1
0+252=52     c: 1300, revs: 2
52+75=27     c: 1302, revs: 1
27+725=52    c: 1303, revs: 7
52+59=11     c: 1310, revs: 1
11+73=84     c: 1311, revs: 0
84-61=23     c: 1311, revs: 0
23-57=66     c: 1311, revs: 1
66+34=0      c: 1312, revs: 1
0+43=43      c: 1313, revs: 0
43-226=17    c: 1313, revs: 2
17-20=97     c: 1315, revs: 1
97+3=0       c: 1316, revs: 1
0+775=75     c: 1317, revs: 7
75-58=17     c: 1324, revs: 0
17+83=0      c: 1324, revs: 1
0+154=54     c: 1325, revs: 1
54+46=0      c: 1326, revs: 1
0-896=4      c: 1327, revs: 8
4-72=32      c: 1335, revs: 1
32+68=0      c: 1336, revs: 1
0+46=46      c: 1337, revs: 0
46+90=36     c: 1337, revs: 1
36+70=6      c: 1338, revs: 1
6+940=46     c: 1339, revs: 9
46-9=37      c: 1348, revs: 0
37-837=0     c: 1348, revs: 9
0+71=71      c: 1357, revs: 0
71+87=58     c: 1357, revs: 1
58+72=30     c: 1358, revs: 1
30+98=28     c: 1359, revs: 1
28+41=69     c: 1360, revs: 0
69+31=0      c: 1360, revs: 1
0+865=65     c: 1361, revs: 8
65+35=0      c: 1369, revs: 1
0+173=73     c: 1370, revs: 1
73-23=50     c: 1371, revs: 0
50+97=47     c: 1371, revs: 1
47+256=3     c: 1372, revs: 3
3-37=66      c: 1375, revs: 1
66+734=0     c: 1376, revs: 8
0+58=58      c: 1384, revs: 0
58+121=79    c: 1384, revs: 1
79+47=26     c: 1385, revs: 1
26-44=82     c: 1386, revs: 1
82-22=60     c: 1387, revs: 0
60-19=41     c: 1387, revs: 0
41-19=22     c: 1387, revs: 0
22-322=0     c: 1387, revs: 4
0+13=13      c: 1391, revs: 0
13-613=0     c: 1391, revs: 7
0-83=17      c: 1398, revs: 0
17-83=34     c: 1398, revs: 1
34-34=0      c: 1399, revs: 1
0+40=40      c: 1400, revs: 0
40-40=0      c: 1400, revs: 1
0-52=48      c: 1401, revs: 0
48-92=56     c: 1401, revs: 1
56-399=57    c: 1402, revs: 4
57-57=0      c: 1406, revs: 1
0+17=17      c: 1407, revs: 0
17-156=61    c: 1407, revs: 2
61+10=71     c: 1409, revs: 0
71-32=39     c: 1409, revs: 0
39+61=0      c: 1409, revs: 1
0-97=3       c: 1410, revs: 0
3-3=0        c: 1410, revs: 1
0-380=20     c: 1411, revs: 3
20-74=46     c: 1414, revs: 1
46-19=27     c: 1415, revs: 0
27-44=83     c: 1415, revs: 1
83-53=30     c: 1416, revs: 0
30-30=0      c: 1416, revs: 1
0+92=92      c: 1417, revs: 0
92+334=26    c: 1417, revs: 4
26-33=93     c: 1421, revs: 1
93-93=0      c: 1422, revs: 1
0-75=25      c: 1423, revs: 0
25-7=18      c: 1423, revs: 0
18-78=40     c: 1423, revs: 1
40-73=67     c: 1424, revs: 1
67+35=2      c: 1425, revs: 1
2-937=65     c: 1426, revs: 10
65-702=63    c: 1436, revs: 7
63+3=66      c: 1443, revs: 0
66-551=15    c: 1443, revs: 5
15+61=76     c: 1448, revs: 0
76+11=87     c: 1448, revs: 0
87-34=53     c: 1448, revs: 0
53-87=66     c: 1448, revs: 1
66+94=60     c: 1449, revs: 1
60-3=57      c: 1450, revs: 0
57+43=0      c: 1450, revs: 1
0-21=79      c: 1451, revs: 0
79+54=33     c: 1451, revs: 1
33+2=35      c: 1452, revs: 0
35-35=0      c: 1452, revs: 1
0+149=49     c: 1453, revs: 1
49+714=63    c: 1454, revs: 7
63-33=30     c: 1461, revs: 0
30-30=0      c: 1461, revs: 1
0+60=60      c: 1462, revs: 0
60-99=61     c: 1462, revs: 1
61+39=0      c: 1463, revs: 1
0-94=6       c: 1464, revs: 0
6+52=58      c: 1464, revs: 0
58-33=25     c: 1464, revs: 0
25+17=42     c: 1464, revs: 0
42-268=74    c: 1464, revs: 3
74+26=0      c: 1467, revs: 1
0+73=73      c: 1468, revs: 0
73+51=24     c: 1468, revs: 1
24-757=67    c: 1469, revs: 8
67-67=0      c: 1477, revs: 1
0+95=95      c: 1478, revs: 0
95-58=37     c: 1478, revs: 0
37+99=36     c: 1478, revs: 1
36-83=53     c: 1479, revs: 1
53+312=65    c: 1480, revs: 3
65+91=56     c: 1483, revs: 1
56-67=89     c: 1484, revs: 1
89-7=82      c: 1485, revs: 0
82+65=47     c: 1485, revs: 1
47+12=59     c: 1486, revs: 0
59-59=0      c: 1486, revs: 1
0-85=15      c: 1487, revs: 0
15-433=82    c: 1487, revs: 5
82+618=0     c: 1492, revs: 7
0-13=87      c: 1499, revs: 0
87-66=21     c: 1499, revs: 0
21-669=52    c: 1499, revs: 7
52+21=73     c: 1506, revs: 0
73+84=57     c: 1506, revs: 1
57+44=1      c: 1507, revs: 1
1-83=18      c: 1508, revs: 1
18-55=63     c: 1509, revs: 1
63+67=30     c: 1510, revs: 1
30+70=0      c: 1511, revs: 1
0-68=32      c: 1512, revs: 0
32-10=22     c: 1512, revs: 0
22+878=0     c: 1512, revs: 9
0+5=5        c: 1521, revs: 0
5+64=69      c: 1521, revs: 0
69+31=0      c: 1521, revs: 1
0-73=27      c: 1522, revs: 0
27+973=0     c: 1522, revs: 10
0-68=32      c: 1532, revs: 0
32+21=53     c: 1532, revs: 0
53+56=9      c: 1532, revs: 1
9+18=27      c: 1533, revs: 0
27+773=0     c: 1533, revs: 8
0+16=16      c: 1541, revs: 0
16-16=0      c: 1541, revs: 1
0+2=2        c: 1542, revs: 0
2-72=30      c: 1542, revs: 1
30+46=76     c: 1543, revs: 0
76+24=0      c: 1543, revs: 1
0+83=83      c: 1544, revs: 0
83-83=0      c: 1544, revs: 1
0+742=42     c: 1545, revs: 7
42-42=0      c: 1552, revs: 1
0+90=90      c: 1553, revs: 0
90-83=7      c: 1553, revs: 0
7+469=76     c: 1553, revs: 4
76+24=0      c: 1557, revs: 1
0+13=13      c: 1558, revs: 0
13-560=53    c: 1558, revs: 6
53-53=0      c: 1564, revs: 1
0-32=68      c: 1565, revs: 0
68+41=9      c: 1565, revs: 1
9+91=0       c: 1566, revs: 1
0-1=99       c: 1567, revs: 0
99+44=43     c: 1567, revs: 1
43-43=0      c: 1568, revs: 1
0+92=92      c: 1569, revs: 0
92+24=16     c: 1569, revs: 1
16-19=97     c: 1570, revs: 1
97+41=38     c: 1571, revs: 1
38-538=0     c: 1572, revs: 6
0+63=63      c: 1578, revs: 0
63-63=0      c: 1578, revs: 1
0-38=62      c: 1579, revs: 0
62-52=10     c: 1579, revs: 0
10-10=0      c: 1579, revs: 1
0-290=10     c: 1580, revs: 2
10-34=76     c: 1582, revs: 1
76-76=0      c: 1583, revs: 1
0-40=60      c: 1584, revs: 0
60-76=84     c: 1584, revs: 1
84+16=0      c: 1585, revs: 1
0+95=95      c: 1586, revs: 0
95+84=79     c: 1586, revs: 1
79-79=0      c: 1587, revs: 1
0-62=38      c: 1588, revs: 0
38+63=1      c: 1588, revs: 1
1+51=52      c: 1589, revs: 0
52-9=43      c: 1589, revs: 0
43+21=64     c: 1589, revs: 0
64+509=73    c: 1589, revs: 5
73-73=0      c: 1594, revs: 1
0-795=5      c: 1595, revs: 7
5-719=86     c: 1602, revs: 8
86-89=97     c: 1610, revs: 1
97-19=78     c: 1611, revs: 0
78+22=0      c: 1611, revs: 1
0+31=31      c: 1612, revs: 0
31-14=17     c: 1612, revs: 0
17+11=28     c: 1612, revs: 0
28+72=0      c: 1612, revs: 1
0-47=53      c: 1613, revs: 0
53-53=0      c: 1613, revs: 1
0+50=50      c: 1614, revs: 0
50+550=0     c: 1614, revs: 6
0+769=69     c: 1620, revs: 7
69-69=0      c: 1627, revs: 1
0+657=57     c: 1628, revs: 6
57+22=79     c: 1634, revs: 0
79-50=29     c: 1634, revs: 0
29-329=0     c: 1634, revs: 4
0+664=64     c: 1638, revs: 6
64+358=22    c: 1644, revs: 4
22+90=12     c: 1648, revs: 1
12+4=16      c: 1649, revs: 0
16-16=0      c: 1649, revs: 1
0-6=94       c: 1650, revs: 0
94+6=0       c: 1650, revs: 1
0-66=34      c: 1651, revs: 0
34+92=26     c: 1651, revs: 1
26-4=22      c: 1652, revs: 0
22+679=1     c: 1652, revs: 7
1+77=78      c: 1659, revs: 0
78+22=0      c: 1659, revs: 1
0-95=5       c: 1660, revs: 0
5+95=0       c: 1660, revs: 1
0-27=73      c: 1661, revs: 0
73-798=75    c: 1661, revs: 8
75-36=39     c: 1669, revs: 0
39+35=74     c: 1669, revs: 0
74-74=0      c: 1669, revs: 1
0+12=12      c: 1670, revs: 0
12+18=30     c: 1670, revs: 0
30-27=3      c: 1670, revs: 0
3+97=0       c: 1670, revs: 1
0-62=38      c: 1671, revs: 0
38-38=0      c: 1671, revs: 1
0-30=70      c: 1672, revs: 0
70-89=81     c: 1672, revs: 1
81+19=0      c: 1673, revs: 1
0+68=68      c: 1674, revs: 0
68-68=0      c: 1674, revs: 1
0+35=35      c: 1675, revs: 0
35+50=85     c: 1675, revs: 0
85+15=0      c: 1675, revs: 1
0-14=86      c: 1676, revs: 0
86+78=64     c: 1676, revs: 1
64-64=0      c: 1677, revs: 1
0+58=58      c: 1678, revs: 0
58-72=86     c: 1678, revs: 1
86-86=0      c: 1679, revs: 1
0+79=79      c: 1680, revs: 0
79-79=0      c: 1680, revs: 1
0+4=4        c: 1681, revs: 0
4-4=0        c: 1681, revs: 1
0+79=79      c: 1682, revs: 0
79+57=36     c: 1682, revs: 1
36-69=67     c: 1683, revs: 1
67-267=0     c: 1684, revs: 3
0-67=33      c: 1687, revs: 0
33-33=0      c: 1687, revs: 1
0-98=2       c: 1688, revs: 0
2-59=43      c: 1688, revs: 1
43-95=48     c: 1689, revs: 1
48-66=82     c: 1690, revs: 1
82+318=0     c: 1691, revs: 4
0-9=91       c: 1695, revs: 0
91+47=38     c: 1695, revs: 1
38-5=33      c: 1696, revs: 0
33+65=98     c: 1696, revs: 0
98+2=0       c: 1696, revs: 1
0+27=27      c: 1697, revs: 0
27-27=0      c: 1697, revs: 1
0+6=6        c: 1698, revs: 0
6+30=36      c: 1698, revs: 0
36+53=89     c: 1698, revs: 0
89-86=3      c: 1698, revs: 0
3-153=50     c: 1698, revs: 2
50+50=0      c: 1700, revs: 1
0+12=12      c: 1701, revs: 0
12+86=98     c: 1701, revs: 0
98+67=65     c: 1701, revs: 1
65-85=80     c: 1702, revs: 1
80+20=0      c: 1703, revs: 1
0-70=30      c: 1704, revs: 0
30+71=1      c: 1704, revs: 1
1+81=82      c: 1705, revs: 0
82+18=0      c: 1705, revs: 1
0-934=66     c: 1706, revs: 9
66-53=13     c: 1715, revs: 0
13-482=31    c: 1715, revs: 5
31+328=59    c: 1720, revs: 3
59-59=0      c: 1723, revs: 1
0+21=21      c: 1724, revs: 0
21+979=0     c: 1724, revs: 10
0+23=23      c: 1734, revs: 0
23-23=0      c: 1734, revs: 1
0+28=28      c: 1735, revs: 0
28-505=23    c: 1735, revs: 5
23+23=46     c: 1740, revs: 0
46+54=0      c: 1740, revs: 1
0-98=2       c: 1741, revs: 0
2+57=59      c: 1741, revs: 0
59-919=40    c: 1741, revs: 9
40+60=0      c: 1750, revs: 1
0+31=31      c: 1751, revs: 0
31+69=0      c: 1751, revs: 1
0+27=27      c: 1752, revs: 0
27-40=87     c: 1752, revs: 1
87+36=23     c: 1753, revs: 1
23-23=0      c: 1754, revs: 1
0-97=3       c: 1755, revs: 0
3-898=5      c: 1755, revs: 9
5-231=74     c: 1764, revs: 3
74+798=72    c: 1767, revs: 8
72+21=93     c: 1775, revs: 0
93+948=41    c: 1775, revs: 10
41+57=98     c: 1785, revs: 0
98+389=87    c: 1785, revs: 4
87-87=0      c: 1789, revs: 1
0-834=66     c: 1790, revs: 8
66-56=10     c: 1798, revs: 0
10+845=55    c: 1798, revs: 8
55+55=10     c: 1806, revs: 1
10+90=0      c: 1807, revs: 1
0+61=61      c: 1808, revs: 0
61-561=0     c: 1808, revs: 6
0-92=8       c: 1814, revs: 0
8+92=0       c: 1814, revs: 1
0+7=7        c: 1815, revs: 0
7-7=0        c: 1815, revs: 1
0-2=98       c: 1816, revs: 0
98+776=74    c: 1816, revs: 8
74+526=0     c: 1824, revs: 6
0+20=20      c: 1830, revs: 0
20-27=93     c: 1830, revs: 1
93+727=20    c: 1831, revs: 8
20-60=60     c: 1839, revs: 1
60-10=50     c: 1840, revs: 0
50-50=0      c: 1840, revs: 1
0-35=65      c: 1841, revs: 0
65+735=0     c: 1841, revs: 8
0-14=86      c: 1849, revs: 0
86-686=0     c: 1849, revs: 7
0-13=87      c: 1856, revs: 0
87-55=32     c: 1856, revs: 0
32-252=80    c: 1856, revs: 3
80-422=58    c: 1859, revs: 4
58-143=15    c: 1863, revs: 1
15-50=65     c: 1864, revs: 1
65+27=92     c: 1865, revs: 0
92-398=94    c: 1865, revs: 4
94-8=86      c: 1869, revs: 0
86+443=29    c: 1869, revs: 5
29+87=16     c: 1874, revs: 1
16+84=0      c: 1875, revs: 1
0+31=31      c: 1876, revs: 0
31-31=0      c: 1876, revs: 1
0+63=63      c: 1877, revs: 0
63+11=74     c: 1877, revs: 0
74-632=42    c: 1877, revs: 6
42+924=66    c: 1883, revs: 9
66-32=34     c: 1892, revs: 0
34+138=72    c: 1892, revs: 1
72-70=2      c: 1893, revs: 0
2-647=55     c: 1893, revs: 7
55-55=0      c: 1900, revs: 1
0-85=15      c: 1901, revs: 0
15-85=30     c: 1901, revs: 1
30+43=73     c: 1902, revs: 0
73-28=45     c: 1902, revs: 0
45-38=7      c: 1902, revs: 0
7+93=0       c: 1902, revs: 1
0-17=83      c: 1903, revs: 0
83+40=23     c: 1903, revs: 1
23-23=0      c: 1904, revs: 1
0+62=62      c: 1905, revs: 0
62-82=80     c: 1905, revs: 1
80-772=8     c: 1906, revs: 7
8-8=0        c: 1913, revs: 1
0-790=10     c: 1914, revs: 7
10-10=0      c: 1921, revs: 1
0+934=34     c: 1922, revs: 9
34+29=63     c: 1931, revs: 0
63-817=46    c: 1931, revs: 8
46+517=63    c: 1939, revs: 5
63-41=22     c: 1944, revs: 0
22-822=0     c: 1944, revs: 9
0-59=41      c: 1953, revs: 0
41+24=65     c: 1953, revs: 0
65+635=0     c: 1953, revs: 7
0+41=41      c: 1960, revs: 0
41+999=40    c: 1960, revs: 10
40+6=46      c: 1970, revs: 0
46-78=68     c: 1970, revs: 1
68+94=62     c: 1971, revs: 1
62-26=36     c: 1972, revs: 0
36+99=35     c: 1972, revs: 1
35+8=43      c: 1973, revs: 0
43-95=48     c: 1973, revs: 1
48+94=42     c: 1974, revs: 1
42-42=0      c: 1975, revs: 1
0+308=8      c: 1976, revs: 3
8-28=80      c: 1979, revs: 1
80+567=47    c: 1980, revs: 6
47+53=0      c: 1986, revs: 1
0+42=42      c: 1987, revs: 0
42+67=9      c: 1987, revs: 1
9+23=32      c: 1988, revs: 0
32-932=0     c: 1988, revs: 10
0-68=32      c: 1998, revs: 0
32+209=41    c: 1998, revs: 2
41+51=92     c: 2000, revs: 0
92-29=63     c: 2000, revs: 0
63-3=60      c: 2000, revs: 0
60+7=67      c: 2000, revs: 0
67+592=59    c: 2000, revs: 6
59-79=80     c: 2006, revs: 1
80-39=41     c: 2007, revs: 0
41+98=39     c: 2007, revs: 1
39-71=68     c: 2008, revs: 1
68-665=3     c: 2009, revs: 6
3+84=87      c: 2015, revs: 0
87+48=35     c: 2015, revs: 1
35+65=0      c: 2016, revs: 1
0+49=49      c: 2017, revs: 0
49+51=0      c: 2017, revs: 1
0+69=69      c: 2018, revs: 0
69-66=3      c: 2018, revs: 0
3+27=30      c: 2018, revs: 0
30-52=78     c: 2018, revs: 1
78-78=0      c: 2019, revs: 1
0-378=22     c: 2020, revs: 3
22+690=12    c: 2023, revs: 7
12-11=1      c: 2030, revs: 0
1-1=0        c: 2030, revs: 1
0-18=82      c: 2031, revs: 0
82+7=89      c: 2031, revs: 0
89+11=0      c: 2031, revs: 1
0-93=7       c: 2032, revs: 0
7-30=77      c: 2032, revs: 1
77+923=0     c: 2033, revs: 10
0-759=41     c: 2043, revs: 7
41-419=22    c: 2050, revs: 4
22+78=0      c: 2054, revs: 1
0-15=85      c: 2055, revs: 0
85-96=89     c: 2055, revs: 1
89-23=66     c: 2056, revs: 0
66-83=83     c: 2056, revs: 1
83-583=0     c: 2057, revs: 6
0-20=80      c: 2063, revs: 0
80-426=54    c: 2063, revs: 4
54+46=0      c: 2067, revs: 1
0+121=21     c: 2068, revs: 1
21-49=72     c: 2069, revs: 1
72-72=0      c: 2070, revs: 1
0+517=17     c: 2071, revs: 5
17+661=78    c: 2076, revs: 6
78-23=55     c: 2082, revs: 0
55-55=0      c: 2082, revs: 1
0+29=29      c: 2083, revs: 0
29-83=46     c: 2083, revs: 1
46+26=72     c: 2084, revs: 0
72+40=12     c: 2084, revs: 1
12+88=0      c: 2085, revs: 1
0-20=80      c: 2086, revs: 0
80-772=8     c: 2086, revs: 7
8+51=59      c: 2093, revs: 0
59-59=0      c: 2093, revs: 1
0+88=88      c: 2094, revs: 0
88+12=0      c: 2094, revs: 1
0-91=9       c: 2095, revs: 0
9+91=0       c: 2095, revs: 1
0-38=62      c: 2096, revs: 0
62-52=10     c: 2096, revs: 0
10-10=0      c: 2096, revs: 1
0+94=94      c: 2097, revs: 0
94+480=74    c: 2097, revs: 5
74-152=22    c: 2102, revs: 1
22+87=9      c: 2103, revs: 1
9+40=49      c: 2104, revs: 0
49+851=0     c: 2104, revs: 9
0-5=95       c: 2113, revs: 0
95+954=49    c: 2113, revs: 10
49+51=0      c: 2123, revs: 1
0-45=55      c: 2124, revs: 0
55+90=45     c: 2124, revs: 1
45+68=13     c: 2125, revs: 1
13+950=63    c: 2126, revs: 9
63+31=94     c: 2135, revs: 0
94+606=0     c: 2135, revs: 7
0+9=9        c: 2142, revs: 0
9+78=87      c: 2142, revs: 0
87-83=4      c: 2142, revs: 0
4+297=1      c: 2142, revs: 3
1+72=73      c: 2145, revs: 0
73-73=0      c: 2145, revs: 1
0-372=28     c: 2146, revs: 3
28+112=40    c: 2149, revs: 1
40+86=26     c: 2150, revs: 1
26-726=0     c: 2151, revs: 8
0-486=14     c: 2159, revs: 4
14-45=69     c: 2163, revs: 1
69+99=68     c: 2164, revs: 1
68+35=3      c: 2165, revs: 1
3+97=0       c: 2166, revs: 1
0+98=98      c: 2167, revs: 0
98+602=0     c: 2167, revs: 7
0+58=58      c: 2174, revs: 0
58-31=27     c: 2174, revs: 0
27+14=41     c: 2174, revs: 0
41+859=0     c: 2174, revs: 9
0+63=63      c: 2183, revs: 0
63-43=20     c: 2183, revs: 0
20-91=29     c: 2183, revs: 1
29+71=0      c: 2184, revs: 1
0-98=2       c: 2185, revs: 0
2-75=27      c: 2185, revs: 1
27-4=23      c: 2186, revs: 0
23-523=0     c: 2186, revs: 6
0+12=12      c: 2192, revs: 0
12-12=0      c: 2192, revs: 1
0+8=8        c: 2193, revs: 0
8+92=0       c: 2193, revs: 1
0-196=4      c: 2194, revs: 1
4-59=45      c: 2195, revs: 1
45-569=76    c: 2196, revs: 6
76+94=70     c: 2202, revs: 1
70+30=0      c: 2203, revs: 1
0-37=63      c: 2204, revs: 0
63-80=83     c: 2204, revs: 1
83-43=40     c: 2205, revs: 0
40-48=92     c: 2205, revs: 1
92+808=0     c: 2206, revs: 9
0+64=64      c: 2215, revs: 0
64+73=37     c: 2215, revs: 1
37-37=0      c: 2216, revs: 1
0-536=64     c: 2217, revs: 5
64-59=5      c: 2222, revs: 0
5-62=43      c: 2222, revs: 1
43+6=49      c: 2223, revs: 0
49-602=47    c: 2223, revs: 6
47-47=0      c: 2229, revs: 1
0-893=7      c: 2230, revs: 8
7+17=24      c: 2238, revs: 0
24+76=0      c: 2238, revs: 1
0-10=90      c: 2239, revs: 0
90-57=33     c: 2239, revs: 0
33-86=47     c: 2239, revs: 1
47-76=71     c: 2240, revs: 1
71-28=43     c: 2241, revs: 0
43+82=25     c: 2241, revs: 1
25+75=0      c: 2242, revs: 1
0-94=6       c: 2243, revs: 0
6-68=38      c: 2243, revs: 1
38+21=59     c: 2244, revs: 0
59-92=67     c: 2244, revs: 1
67+338=5     c: 2245, revs: 4
5+16=21      c: 2249, revs: 0
21+79=0      c: 2249, revs: 1
0-95=5       c: 2250, revs: 0
5+255=60     c: 2250, revs: 2
60+40=0      c: 2252, revs: 1
0+14=14      c: 2253, revs: 0
14-79=35     c: 2253, revs: 1
35-599=36    c: 2254, revs: 6
36+40=76     c: 2260, revs: 0
76+48=24     c: 2260, revs: 1
24+93=17     c: 2261, revs: 1
17+51=68     c: 2262, revs: 0
68+6=74      c: 2262, revs: 0
74-86=88     c: 2262, revs: 1
88-9=79      c: 2263, revs: 0
79-79=0      c: 2263, revs: 1
0+91=91      c: 2264, revs: 0
91-65=26     c: 2264, revs: 0
26+74=0      c: 2264, revs: 1
0+22=22      c: 2265, revs: 0
22+85=7      c: 2265, revs: 1
7-19=88      c: 2266, revs: 1
88-798=90    c: 2267, revs: 8
90+922=12    c: 2275, revs: 10
12+57=69     c: 2285, revs: 0
69-76=93     c: 2285, revs: 1
93-72=21     c: 2286, revs: 0
21-41=80     c: 2286, revs: 1
80+9=89      c: 2287, revs: 0
89-89=0      c: 2287, revs: 1
0+60=60      c: 2288, revs: 0
60-60=0      c: 2288, revs: 1
0+21=21      c: 2289, revs: 0
21+79=0      c: 2289, revs: 1
0+79=79      c: 2290, revs: 0
79-89=90     c: 2290, revs: 1
90+95=85     c: 2291, revs: 1
85-423=62    c: 2292, revs: 4
62+339=1     c: 2296, revs: 4
1-74=27      c: 2300, revs: 1
27-148=79    c: 2301, revs: 2
79-79=0      c: 2303, revs: 1
0+12=12      c: 2304, revs: 0
12-12=0      c: 2304, revs: 1
0-18=82      c: 2305, revs: 0
82-91=91     c: 2305, revs: 1
91-894=97    c: 2306, revs: 9
97+8=5       c: 2315, revs: 1
5-49=56      c: 2316, revs: 1
56+505=61    c: 2317, revs: 5
61-561=0     c: 2322, revs: 6
0+99=99      c: 2328, revs: 0
99-99=0      c: 2328, revs: 1
0-1=99       c: 2329, revs: 0
99+790=89    c: 2329, revs: 8
89-9=80      c: 2337, revs: 0
